origin,source_path,repository_relative_path,original_filename,artifact_role,experiment_ids,sha256,size_bytes,has_notebook_outputs,exact_repository_duplicate,intake_path,intake_status,modified_utc
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\08_random_highpass_train_aug_a005_a020_no_yolo_aug_hook_off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\08_random_highpass_train_aug_a005_a020_no_yolo_aug_hook_off.ipynb,08_random_highpass_train_aug_a005_a020_no_yolo_aug_hook_off.ipynb,unexecuted_notebook,"05,08,20",919137143cb691b945062380f2b65997734dc1f097ac8c08e1cc015f2cd0d716,94319,False,False,,not_applicable,2026-07-02T03:50:59.032011+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\09_mixed_original_highpass_a0p10_train_no_yolo_aug_hook_off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\09_mixed_original_highpass_a0p10_train_no_yolo_aug_hook_off.ipynb,09_mixed_original_highpass_a0p10_train_no_yolo_aug_hook_off.ipynb,unexecuted_notebook,09,7210ef00b1a48c839ed77fd14fa51fa344ef4c404df47e5fd139d7021bc91f68,94232,False,False,,not_applicable,2026-07-02T03:50:59.034020+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\[hand-explanation]final_metrics_and_training_configs_registry.md,shrimp-leakage-aware-segmentation\ONLY_fourier\[hand-explanation]final_metrics_and_training_configs_registry.md,[hand-explanation]final_metrics_and_training_configs_registry.md,analysis_markdown,,3e319c751ab344a78fece4760cd25930ce0d9aa9cd556a08fb58fb8faff10f34,22379,False,False,,not_applicable,2026-07-02T03:50:58.992381+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\fourier_augmentation_interaction_order_summary.md,shrimp-leakage-aware-segmentation\ONLY_fourier\fourier_augmentation_interaction_order_summary.md,fourier_augmentation_interaction_order_summary.md,analysis_markdown,,541776a2cbf0d4b2396fdc4d463be47328f783e896fed9fe6ab6169df4d039b9,11809,False,False,,not_applicable,2026-07-19T08:32:12.106282+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\fourier_consolidated_effects_report.md,shrimp-leakage-aware-segmentation\ONLY_fourier\fourier_consolidated_effects_report.md,fourier_consolidated_effects_report.md,analysis_markdown,,08afb47866fb3608357717411200fc595b92870a43bb9036451a8d90eb92cac1,26425,False,False,,not_applicable,2026-07-20T13:17:57.403877+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\fourier_preprocessing_experiment_plan.md,shrimp-leakage-aware-segmentation\ONLY_fourier\fourier_preprocessing_experiment_plan.md,fourier_preprocessing_experiment_plan.md,analysis_markdown,,72a790521a8e4b831e164bb2648d6e8d7ec57f535a493cff94e385967b1dc291,5150,False,False,,not_applicable,2026-07-02T03:50:58.994391+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\fourier_transform_visualization_playground.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\fourier_transform_visualization_playground.ipynb,fourier_transform_visualization_playground.ipynb,unexecuted_notebook,,90b8118358f830b9fc2c5bb067ab59bf0e421e9cb6f8f76883146615ce409a5b,30668,False,False,,not_applicable,2026-07-02T03:50:58.996402+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\panel_a_noise_robustness_summary.md,shrimp-leakage-aware-segmentation\ONLY_fourier\panel_a_noise_robustness_summary.md,panel_a_noise_robustness_summary.md,analysis_markdown,,ad2b729339b5bf8de5c2207b626c2d8a318c10fe6362edf85d9a114e4ab6f3f5,5544,False,False,,not_applicable,2026-07-20T06:45:43.831801+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_016_fourier_strongaug_hook_ablation.py,shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_016_fourier_strongaug_hook_ablation.py,generate_016_fourier_strongaug_hook_ablation.py,generator_script,16,89578f50f21b429b2ae1fb99ca128873c79623da3220e15bff5ec0b490783344,18256,False,False,,not_applicable,2026-07-02T03:50:59.044401+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_017_learnable_fddem_no_aug.py,shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_017_learnable_fddem_no_aug.py,generate_017_learnable_fddem_no_aug.py,generator_script,17,cffbe1fc9e1559d183492f29b799e84af66940be25329235ecb6e9e77e9d837a,25811,False,False,,not_applicable,2026-07-02T03:50:59.044401+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_018_fourier_feature_refinement_no_aug.py,shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_018_fourier_feature_refinement_no_aug.py,generate_018_fourier_feature_refinement_no_aug.py,generator_script,18,af0d9b587dea66f810dc9fc2a0e58f8153f51eedf05b1ff5cef5793f84a64eca,31898,False,False,,not_applicable,2026-07-02T07:35:34.627173+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_019_fddem_band_tuning_no_aug.py,shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_019_fddem_band_tuning_no_aug.py,generate_019_fddem_band_tuning_no_aug.py,generator_script,19,8f90280790e65d91db54fdbe76b2278e09d22287256c255d6dfd8970ebc8fa18,23342,False,False,,not_applicable,2026-07-03T12:31:18.558897+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_020_fddem_cutoff_sweep_no_aug.py,shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_020_fddem_cutoff_sweep_no_aug.py,generate_020_fddem_cutoff_sweep_no_aug.py,generator_script,20,15ee981e661284a9919919ba9a259d57cdcef6ac790af8193b77d3a9165dd0b6,18743,False,False,,not_applicable,2026-07-03T14:42:47.828522+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_021_fddem_confirmation_no_aug.py,shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_021_fddem_confirmation_no_aug.py,generate_021_fddem_confirmation_no_aug.py,generator_script,21,575d7a4d050cec87795a884b64624ed4b267d4b4fe38513ded670ba130770018,24061,False,False,,not_applicable,2026-07-05T06:37:37.177054+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_022_fourier_hybrid_sweep_no_aug.py,shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_022_fourier_hybrid_sweep_no_aug.py,generate_022_fourier_hybrid_sweep_no_aug.py,generator_script,22,a771d6ccd4b13231d16e30a4eacbbfe283ebf2e61b357aa8b438073668c4f8ac,26775,False,False,,not_applicable,2026-07-05T08:19:57.485653+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_023_027_n1_aug_w1_colab.py,shrimp-leakage-aware-segmentation\ONLY_fourier\scripts\generate_023_027_n1_aug_w1_colab.py,generate_023_027_n1_aug_w1_colab.py,generator_script,"23,27",16049d7569c6ac0ca1a2f5f24ba0f8ea395d093929f631abd9d19f882d31b597,18523,False,False,,not_applicable,2026-07-05T13:06:00.390881+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\00_clean-aug-hook-off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\00_clean-aug-hook-off.ipynb,00_clean-aug-hook-off.ipynb,executed_notebook,00,b321306a5674bcb98e785175d69eb75052293370cf88a7e067049d77b77bd7a4,224954,True,False,,not_applicable,2026-07-02T03:50:59.048429+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\013-mode-g-fourier-tuning-seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\013-mode-g-fourier-tuning-seed42.ipynb,013-mode-g-fourier-tuning-seed42.ipynb,executed_notebook,13,ab95f3c370f8145ba812ec95248beae6d5ad4e608539f42063dd8e767b74a6fb,783506,True,False,,not_applicable,2026-07-22T02:22:02.802359+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\013-mode-g-fourier-tuning-seed42_1.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\013-mode-g-fourier-tuning-seed42_1.ipynb,013-mode-g-fourier-tuning-seed42_1.ipynb,executed_notebook,13,ab95f3c370f8145ba812ec95248beae6d5ad4e608539f42063dd8e767b74a6fb,783506,True,False,,not_applicable,2026-07-02T03:50:59.054292+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\013_mode_G_fourier_tuning_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\013_mode_G_fourier_tuning_seed42.ipynb,013_mode_G_fourier_tuning_seed42.ipynb,unexecuted_notebook,13,3751c02b98b28ad86c439f2fe4eab4e6797f04475bf193562ba1861668e6c647,92077,False,False,,not_applicable,2026-07-02T03:50:59.010918+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\mode_G_fourier_tuning_seed42_analysis.md,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\mode_G_fourier_tuning_seed42_analysis.md,mode_G_fourier_tuning_seed42_analysis.md,analysis_markdown,,9428daf69dd6ab4fa9fe3c2316cff461e1bd7c637d7bf32120977e6bde6d125c,3861,False,False,,not_applicable,2026-07-02T03:50:59.012930+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\README.md,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\013_mode_G_fourier_tuning\README.md,README.md,analysis_markdown,,db31b3145b85afbd9e35ea964e17063525835a31fb9a57edd9476c9af1f9eafd,1199,False,False,,not_applicable,2026-07-02T03:50:59.012930+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\015_fourier_G4_simam_ca_interaction_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\015_fourier_G4_simam_ca_interaction_seed42.ipynb,015_fourier_G4_simam_ca_interaction_seed42.ipynb,unexecuted_notebook,15,3b0fa9c6a3efba4992499e0bc4edabc0f7dadeda492215e20ef547185615ecd4,102739,False,False,,not_applicable,2026-07-02T03:50:58.992381+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\015_modeA-fouirer-hev-aug-attention.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\015_modeA-fouirer-hev-aug-attention.ipynb,015_modeA-fouirer-hev-aug-attention.ipynb,executed_notebook,15,4ceb8d26950d444738e88acede903aa9d5486fd31af589719e55a92ced768b1f,254346,True,False,,not_applicable,2026-07-02T03:50:59.060770+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\015_modeBCD_fouirer-hev-aug-attention.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\015_modeBCD_fouirer-hev-aug-attention.ipynb,015_modeBCD_fouirer-hev-aug-attention.ipynb,executed_notebook,15,2431f1964a328a0f994f46a2153c88ee01d9ebc5a540976275fa990e75283809,434945,True,False,,not_applicable,2026-07-02T03:50:59.062782+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\017-learnable-feature-fourier-fddem-no-aug-hook-of (1).ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\017-learnable-feature-fourier-fddem-no-aug-hook-of (1).ipynb,017-learnable-feature-fourier-fddem-no-aug-hook-of (1).ipynb,executed_notebook,17,3e88f7c9cd03cb100d34861ea74c043c244be2743534264754b57419ae578f03,419408,True,False,,not_applicable,2026-07-02T01:28:41.242683+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\15_fourier_G4_strong_aug_attention_log_analysis.md,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\15_fourier_G4_strong_aug_attention_log_analysis.md,15_fourier_G4_strong_aug_attention_log_analysis.md,analysis_markdown,15,c543a165adc6cdbbdc5daaf4823b378cc0b2548a4ca932494e2ed5c27db66435,5126,False,False,,not_applicable,2026-07-02T03:50:59.093823+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\15_mode_A_strong_aug_baseline_log_analysis.md,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\15_mode_A_strong_aug_baseline_log_analysis.md,15_mode_A_strong_aug_baseline_log_analysis.md,analysis_markdown,15,95de1ecbbac46471ba2c06ebfe94195e52976e78b9921191e2f11c4323afeded,3967,False,False,,not_applicable,2026-07-02T03:50:59.095838+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\README.md,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\015_fourier_attention_interaction\README.md,README.md,analysis_markdown,,df7124155ab0d8c1b232d2a02d08d34bcdbee6834efe7c0537a6052ba3b5a4d8,1832,False,False,,not_applicable,2026-07-02T03:50:58.994391+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\018_only_fourier_diff_methods\018-fourier-feature-refinement-no-aug-hook-off-see.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\018_only_fourier_diff_methods\018-fourier-feature-refinement-no-aug-hook-off-see.ipynb,018-fourier-feature-refinement-no-aug-hook-off-see.ipynb,executed_notebook,18,f1528ce930b7ce97e398694143a4b8135f30abdfb134c5b97283dfd8f8633940,296203,True,False,,not_applicable,2026-07-02T09:32:19.384658+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\018_only_fourier_diff_methods\only_fourier_feature_refinement_no_aug_hook_off_seed42_paper_row.csv,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\018_only_fourier_diff_methods\only_fourier_feature_refinement_no_aug_hook_off_seed42_paper_row.csv,only_fourier_feature_refinement_no_aug_hook_off_seed42_paper_row.csv,raw_metrics_or_log,,529cc9b54cd3b8450307c70914627a65160841dd08df147026530be4c6366870,5920,False,False,,not_applicable,2026-07-02T09:19:54.900184+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\018_only_fourier_diff_methods\only_fourier_feature_refinement_no_aug_hook_off_seed42_summary.csv,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\018_only_fourier_diff_methods\only_fourier_feature_refinement_no_aug_hook_off_seed42_summary.csv,only_fourier_feature_refinement_no_aug_hook_off_seed42_summary.csv,raw_metrics_or_log,,d98a935b1fdbff69f8c0109aab575f849d2e18b4c55fd938d623ac755f37fcc8,12922,False,False,,not_applicable,2026-07-02T09:19:57.215503+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\11\11_only-fourier-11-highpass-alpha-sweep-005-015-020-n.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\11\11_only-fourier-11-highpass-alpha-sweep-005-015-020-n.ipynb,11_only-fourier-11-highpass-alpha-sweep-005-015-020-n.ipynb,executed_notebook,"05,11,15,20",0658a96937c398e1a412df619706f1eadf841cbc17b408191212641bf0123fae,358893,True,False,,not_applicable,2026-07-02T03:50:59.088574+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\11\11_only_fourier_highpass_alpha_sweep_005_015_020_no_aug_hook_off_summary.csv,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\11\11_only_fourier_highpass_alpha_sweep_005_015_020_no_aug_hook_off_summary.csv,11_only_fourier_highpass_alpha_sweep_005_015_020_no_aug_hook_off_summary.csv,raw_metrics_or_log,"05,11,15,20",ad1e0cb1105753ebbd957474f174b926bf5053fec890e35decff1c72d544fd89,9682,False,False,,not_applicable,2026-07-02T03:50:59.089581+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\12\12_only_fourier_12_factorial_A_H_highpass_s50_a0p10.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\12\12_only_fourier_12_factorial_A_H_highpass_s50_a0p10.ipynb,12_only_fourier_12_factorial_A_H_highpass_s50_a0p10.ipynb,executed_notebook,12,111709f94ae3a8ab6277f731bd85958566a8bfa6a0dd0c1d0535890ba683847c,749102,True,False,,not_applicable,2026-07-02T03:50:59.093823+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\14_highpass_local_sweep\014-mode-g-highpass-local-sweep-seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\14_highpass_local_sweep\014-mode-g-highpass-local-sweep-seed42.ipynb,014-mode-g-highpass-local-sweep-seed42.ipynb,executed_notebook,14,afbbd0992b1f51dde8d5dca321987f81b23aaf14e68aaf239ca87ef6566d642d,942309,True,False,,not_applicable,2026-07-02T03:50:59.058758+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\14_highpass_local_sweep\highpass_local_sweep_seed42_analysis.md,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\14_highpass_local_sweep\highpass_local_sweep_seed42_analysis.md,highpass_local_sweep_seed42_analysis.md,analysis_markdown,,1772b1db1a995fed62553cd713c8611a4229b74c547f1c9d2da41029c7b440f9,3469,False,False,,not_applicable,2026-07-02T03:50:59.002442+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\14_highpass_local_sweep\only_fourier_mode_G_highpass_local_sweep_seed42_paper_row.csv,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\14_highpass_local_sweep\only_fourier_mode_G_highpass_local_sweep_seed42_paper_row.csv,only_fourier_mode_G_highpass_local_sweep_seed42_paper_row.csv,raw_metrics_or_log,,1f1d185299b52a3d708fe579bc610372586225f889175807b114b8bd803f69ee,10392,False,False,,not_applicable,2026-07-02T03:50:59.008904+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\14_highpass_local_sweep\only_fourier_mode_G_highpass_local_sweep_seed42_summary.csv,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\14_highpass_local_sweep\only_fourier_mode_G_highpass_local_sweep_seed42_summary.csv,only_fourier_mode_G_highpass_local_sweep_seed42_summary.csv,raw_metrics_or_log,,8ff31287cf40b77d80f55441eba1248e61be0589627ab8f56ac4760219c60604,30076,False,False,,not_applicable,2026-07-02T03:50:59.008904+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\README.md,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\11to20\README.md,README.md,analysis_markdown,,f2b8fbe37e2a29b464361dd2ae615c86c07bf417dc126516cd9e0aa010a66813,1091,False,False,,not_applicable,2026-07-23T02:58:43.212610+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\10\10_only-fourier-10-train-only-highpass-a0p10-eval-ori.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\10\10_only-fourier-10-train-only-highpass-a0p10-eval-ori.ipynb,10_only-fourier-10-train-only-highpass-a0p10-eval-ori.ipynb,executed_notebook,10,3b5d3a04f10db7f80b4ac5a13f6de24b0169cbfe5f4ace73423bf63952d3f967,213192,True,False,,not_applicable,2026-07-02T03:50:59.085609+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\1\001_clean-aug-off-hook-off-baseline.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\1\001_clean-aug-off-hook-off-baseline.ipynb,001_clean-aug-off-hook-off-baseline.ipynb,executed_notebook,01,500b872897ce24e13c38a9dc3c9fa623570a38c95e28d77a79c5172e8ef7feb8,200359,True,False,,not_applicable,2026-07-02T03:50:59.046417+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\1\01_fourier-highpass-alpha01sigma50.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\1\01_fourier-highpass-alpha01sigma50.ipynb,01_fourier-highpass-alpha01sigma50.ipynb,executed_notebook,01,5d099e5c6f9ebdb1736dd6a512f568c899b3386be23277d98d094acb8ddc889a,207174,True,False,,not_applicable,2026-07-02T03:50:59.064794+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\2\02_fourier-highpass-alpha03sigma50.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\2\02_fourier-highpass-alpha03sigma50.ipynb,02_fourier-highpass-alpha03sigma50.ipynb,executed_notebook,02,859f8c93e3493ec360cc9666e6a59d5f699172556e0486336f728674230b2520,227035,True,False,,not_applicable,2026-07-02T03:50:59.066808+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\3\03_only_fourier_03_bandpass_l12_h60_a0p20_no_aug_hook_off_training_log.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\3\03_only_fourier_03_bandpass_l12_h60_a0p20_no_aug_hook_off_training_log.ipynb,03_only_fourier_03_bandpass_l12_h60_a0p20_no_aug_hook_off_training_log.ipynb,executed_notebook,03,e0e443094835b0fa7ed4e348dc742fa59cd009abc8f420621e78daf2cc0b1397,233520,True,False,,not_applicable,2026-07-02T03:50:59.068820+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\4\04_only-fourier-04-bandpass-l20-h80-a0p20-no-aug-hook.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\4\04_only-fourier-04-bandpass-l20-h80-a0p20-no-aug-hook.ipynb,04_only-fourier-04-bandpass-l20-h80-a0p20-no-aug-hook.ipynb,executed_notebook,04,918eada5f6fbf74eb217a32380e613c36b87a91a1a399c8b9026423d26219e06,235991,True,False,,not_applicable,2026-07-02T03:50:59.071938+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\5\05_high-freq-damping.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\5\05_high-freq-damping.ipynb,05_high-freq-damping.ipynb,executed_notebook,05,49ee8cc24327efb18035ddb47cdc71fa2751f71b68525f900e68aee018d31bde,206774,True,False,,not_applicable,2026-07-02T03:50:59.073551+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\6\06_only-fourier-06-lowfreq-flatten-s100-b0p30-no-aug.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\6\06_only-fourier-06-lowfreq-flatten-s100-b0p30-no-aug.ipynb,06_only-fourier-06-lowfreq-flatten-s100-b0p30-no-aug.ipynb,executed_notebook,"00,06",f4741641a6c9b72a93d04374551edb7a4cb796c67ea14ef80d5d80870e7378d6,208623,True,False,,not_applicable,2026-07-02T03:50:59.075559+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\7\07_only-fourier-07-homomorphic-s50-gl0p70-gh1p20-no-a.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\training_log\1to10\7\07_only-fourier-07-homomorphic-s50-gl0p70-gh1p20-no-a.ipynb,07_only-fourier-07-homomorphic-s50-gl0p70-gh1p20-no-a.ipynb,executed_notebook,07,82708c32ff03061b408ac7f05b25b030aebdf963df00514c7234f6ac1875836a,213962,True,False,,not_applicable,2026-07-02T03:50:59.077569+00:00
